business_code,third_user_id,callback_address,callback_path,product_name,product_price,product_id,product_url,video_duration,video_size,video_url,video_width,video_height,task_id,timestamp
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,欧修堂 穴位贴敷治疗贴 针对肝囊肿，急慢性肝炎，肝损伤等，专为肝部问题研发，传统工艺制作，成分科学配比，专业团队一对一指导,,80476649566,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,欧修堂 穴位贴敷治疗贴 针对肝囊肿，急慢性肝炎，肝损伤等，专为肝部问题研发，传统工艺制作，成分科学配比，专业团队一对一指导,,80476649566,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题,,88266947508,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,泰三舒金奥力牌葛根枳椇软胶囊熬夜喝酒养肝护肝排毒,,87722371300,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣,,78229577218,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,贴身邦远红外治疗贴颈椎病肩周炎腰间盘突出膝盖软骨疼痛关节炎,,86410278849,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,春申堂医用阻菌凝胶敷料呵护女性健康正品直营,,87191692775,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【手脚瘙痒专用】皮肤瘙痒干燥脱屑红斑专用严枫喜医用退热凝胶,,82657090884,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒,,34388554709,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂,,73801194843,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,唐洛泰补虚消渴合剂6支*2盒,,83022858144,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,唐洛泰补虚消渴合剂6支*2盒,,83022858144,,,,,,,,
TianShuAds_AI_tool,,http://api.baidu-int.com,/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo,安佰通 穴位眼贴 （一盒6贴体验装）安佰通护眼贴 缓解眼干眼涩 眼疲劳 视物模糊 等中老年眼部不适症状,,39740054561,,,,,,,,
